Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
PCR Cycle#, Well1Cartridge1, Well1Cartridge2, Well1Cartridge3, Well1Cartridge4,Well2Cartridge1, Well2Cartridge2, Well2Cartridge3, Well2Cartridge4,Well3Cartridge1, Well3Cartridge2, Well3Cartridge3, Well3Cartridge4,Well4Cartridge1, Well4Cartridge2, Well4Cartridge3, Well4Cartridge4,Well5Cartridge1, Well5Cartridge2, Well5Cartridge3, Well5Cartridge4,Well6Cartridge1, Well6Cartridge2, Well6Cartridge3, Well6Cartridge4
0,0,0,1879922,0,0,0,0,0,11081900,0,0,0,0,0,10734933,0,0,0,0,0,9325244,0,0,0,0,0,9730895,0,0,0
1,0,0,1878023,0,0,0,0,0,10973017,0,0,0,0,0,10655113,0,0,0,0,0,9215316,0,0,0,0,0,9670533,0,0,0
2,0,0,1877908,0,0,0,0,0,10910153,0,0,0,0,0,10603555,0,0,0,0,0,9185271,0,0,0,0,0,9618085,0,0,0
3,0,0,1876437,0,0,0,0,0,10724018,0,0,0,0,0,10547712,0,0,0,0,0,9136577,0,0,0,0,0,9564059,0,0,0
4,0,0,1876734,0,0,0,0,0,10657893,0,0,0,0,0,10474533,0,0,0,0,0,9110062,0,0,0,0,0,9517713,0,0,0
5,0,0,1876585,0,0,0,0,0,10593922,0,0,0,0,0,10430914,0,0,0,0,0,9103774,0,0,0,0,0,9482013,0,0,0
6,0,0,1876045,0,0,0,0,0,10529368,0,0,0,0,0,10387054,0,0,0,0,0,9090125,0,0,0,0,0,9444207,0,0,0
7,0,0,1871500,0,0,0,0,0,10460290,0,0,0,0,0,10333245,0,0,0,0,0,9067344,0,0,0,0,0,9400219,0,0,0
8,0,0,1871873,0,0,0,0,0,10403638,0,0,0,0,0,10281720,0,0,0,0,0,9028961,0,0,0,0,0,9348434,0,0,0
9,0,0,1872702,0,0,0,0,0,10349153,0,0,0,0,0,10237147,0,0,0,0,0,9014276,0,0,0,0,0,9304555,0,0,0
10,0,0,1872032,0,0,0,0,0,10299092,0,0,0,0,0,10193899,0,0,0,0,0,8992424,0,0,0,0,0,9259305,0,0,0
11,0,0,1872391,0,0,0,0,0,10256621,0,0,0,0,0,10156452,0,0,0,0,0,8984268,0,0,0,0,0,9226872,0,0,0
12,0,0,1872277,0,0,0,0,0,10214960,0,0,0,0,0,10118365,0,0,0,0,0,8972979,0,0,0,0,0,9191035,0,0,0
13,0,0,1872888,0,0,0,0,0,10176344,0,0,0,0,0,10085611,0,0,0,0,0,8973052,0,0,0,0,0,9176640,0,0,0
14,0,0,1873173,0,0,0,0,0,10138914,0,0,0,0,0,10056722,0,0,0,0,0,8970039,0,0,0,0,0,9149421,0,0,0
15,0,0,1872763,0,0,0,0,0,10106116,0,0,0,0,0,10031389,0,0,0,0,0,8969677,0,0,0,0,0,9127548,0,0,0
16,0,0,1872200,0,0,0,0,0,10067135,0,0,0,0,0,9998728,0,0,0,0,0,8964565,0,0,0,0,0,9098512,0,0,0
